date,PRC,SHROUT,CFACPR,CFACSHR,RET,DLRET
2013-03-14,63.4,50358.3,1.0,1.0,-0.036482,
2013-03-15,65.03,50358.3,1.0,1.0,0.025766,
2013-03-18,64.69,50358.3,1.0,1.0,-0.005212,
2013-03-19,63.99,50358.3,1.0,1.0,-0.010753,
2013-03-20,65.77,50358.3,1.0,1.0,0.027739,
2013-03-21,64.31,50358.3,1.0,1.0,-0.02227,
2013-03-22,65.54,50358.3,1.0,1.0,0.019264,
2013-03-25,65.95,50358.3,1.0,1.0,0.006179,
2013-03-26,64.26,50358.3,1.0,1.0,-0.025542,
2013-03-27,64.09,50358.3,1.0,1.0,-0.002775,
2013-03-28,65.54,50358.3,1.0,1.0,0.022651,
2013-03-29,66.74,50358.3,1.0,1.0,0.018306,
2013-04-01,69.11,50358.3,1.0,1.0,0.035558,
2013-04-02,69.61,50358.3,1.0,1.0,0.007185,
2013-04-03,75.4,50358.3,1.0,1.0,0.083284,
2013-04-04,73.69,50358.3,1.0,1.0,-0.022791,
2013-04-05,72.91,50358.3,1.0,1.0,-0.010474,
2013-04-08,72.74,50358.3,1.0,1.0,-0.002417,
2013-04-09,70.23,50358.3,1.0,1.0,-0.034412,
2013-04-10,71.95,50358.3,1.0,1.0,0.024359,
2013-04-11,73.45,50358.3,1.0,1.0,0.020948,
2013-04-12,73.42,50358.3,1.0,1.0,-0.000503,
2013-04-15,72.41,50358.3,1.0,1.0,-0.013694,
2013-04-16,69.79,50358.3,1.0,1.0,-0.036179,
2013-04-17,68.42,50358.3,1.0,1.0,-0.01971,
2013-04-18,69.58,50358.3,1.0,1.0,0.017038,
2013-04-19,69.16,50358.3,1.0,1.0,-0.006034,
2013-04-22,68.39,50358.3,1.0,1.0,-0.011144,
2013-04-23,69.15,50358.3,1.0,1.0,0.01114,
2013-04-24,71.03,50358.3,1.0,1.0,0.027208,
2013-04-25,71.4,50358.3,1.0,1.0,0.005227,
2013-04-26,71.88,50358.3,1.0,1.0,0.006613,
2013-04-29,74.21,50358.3,1.0,1.0,0.032491,
2013-04-30,74.45,50358.3,1.0,1.0,0.003261,
2013-05-01,73.83,50358.3,1.0,1.0,-0.008349,
2013-05-02,74.96,50358.3,1.0,1.0,0.015316,
2013-05-03,74.43,50358.3,1.0,1.0,-0.007095,
2013-05-06,73.71,50358.3,1.0,1.0,-0.009742,
2013-05-07,75.92,50358.3,1.0,1.0,0.030062,
2013-05-08,75.32,50358.3,1.0,1.0,-0.007936,
2013-05-09,70.6,50358.3,1.0,1.0,-0.062652,
2013-05-10,71.12,50358.3,1.0,1.0,0.007362,
2013-05-13,70.38,50358.3,1.0,1.0,-0.0104,
2013-05-14,69.83,50358.3,1.0,1.0,-0.007869,
2013-05-15,70.52,50358.3,1.0,1.0,0.009963,
2013-05-16,70.18,50358.3,1.0,1.0,-0.004933,
2013-05-17,70.47,50358.3,1.0,1.0,0.00421,
2013-05-20,67.07,50358.3,1.0,1.0,-0.048302,
2013-05-21,65.5,50358.3,1.0,1.0,-0.023322,
2013-05-22,67.68,50358.3,1.0,1.0,0.033287,
2013-05-23,67.59,50358.3,1.0,1.0,-0.001404,
2013-05-24,64.86,50358.3,1.0,1.0,-0.040299,
2013-05-27,63.15,50358.3,1.0,1.0,-0.026353,
2013-05-28,61.61,50358.3,1.0,1.0,-0.024483,
2013-05-29,61.7,50358.3,1.0,1.0,0.001499,
2013-05-30,61.0,50358.3,1.0,1.0,-0.01128,
2013-05-31,59.99,50358.3,1.0,1.0,-0.016644,
2013-06-03,59.94,50358.3,1.0,1.0,-0.000864,
2013-06-04,60.57,50358.3,1.0,1.0,0.010565,
2013-06-05,60.14,50358.3,1.0,1.0,-0.007152,
2013-06-06,59.26,50358.3,1.0,1.0,-0.014648,
2013-06-07,58.6,50358.3,1.0,1.0,-0.011017,
2013-06-10,59.03,50358.3,1.0,1.0,0.007225,
2013-06-11,58.96,50358.3,1.0,1.0,-0.001136,
2013-06-12,60.0,50358.3,1.0,1.0,0.017614,
2013-06-13,58.31,50358.3,1.0,1.0,-0.028157,
2013-06-14,57.18,50358.3,1.0,1.0,-0.019382,
2013-06-17,58.19,50358.3,1.0,1.0,0.017757,
2013-06-18,57.03,50358.3,1.0,1.0,-0.020005,
2013-06-19,58.9,50358.3,1.0,1.0,0.032792,
2013-06-20,60.86,50358.3,1.0,1.0,0.033318,
2013-06-21,62.87,50358.3,1.0,1.0,0.032998,
2013-06-24,61.5,50358.3,1.0,1.0,-0.021858,
2013-06-25,61.55,50358.3,1.0,1.0,0.000887,
2013-06-26,60.77,50358.3,1.0,1.0,-0.012723,
2013-06-27,62.07,50358.3,1.0,1.0,0.021429,
2013-06-28,64.6,50358.3,1.0,1.0,0.040821,
2013-07-01,65.91,50358.3,1.0,1.0,0.020214,
2013-07-02,65.86,50358.3,1.0,1.0,-0.000739,
2013-07-03,65.22,50358.3,1.0,1.0,-0.009687,
2013-07-04,66.18,50358.3,1.0,1.0,0.01473,
2013-07-05,64.21,50358.3,1.0,1.0,-0.029861,
2013-07-08,64.98,50358.3,1.0,1.0,0.011988,
2013-07-09,63.51,50358.3,1.0,1.0,-0.022657,
2013-07-10,64.4,50358.3,1.0,1.0,0.014036,
2013-07-11,64.09,50358.3,1.0,1.0,-0.004811,
2013-07-12,63.43,50358.3,1.0,1.0,-0.010227,
2013-07-15,62.04,50358.3,1.0,1.0,-0.021972,
2013-07-16,61.45,50358.3,1.0,1.0,-0.009478,
2013-07-17,62.22,50358.3,1.0,1.0,0.012468,
2013-07-18,63.73,50358.3,1.0,1.0,0.024393,
2013-07-19,64.48,50358.3,1.0,1.0,0.011747,
2013-07-22,66.56,50358.3,1.0,1.0,0.032293,
2013-07-23,70.68,50358.3,1.0,1.0,0.061833,
2013-07-24,70.07,50358.3,1.0,1.0,-0.008711,
2013-07-25,69.65,50358.3,1.0,1.0,-0.005884,
2013-07-26,67.22,50358.3,1.0,1.0,-0.034906,
2013-07-29,69.1,50358.3,1.0,1.0,0.028011,
2013-07-30,71.23,50358.3,1.0,1.0,0.030696,
2013-07-31,69.69,50358.3,1.0,1.0,-0.021541,
2013-08-01,70.66,50358.3,1.0,1.0,0.013965,
2013-08-02,72.69,50358.3,1.0,1.0,0.028661,
2013-08-05,73.02,50358.3,1.0,1.0,0.004483,
2013-08-06,74.45,50358.3,1.0,1.0,0.019573,
2013-08-07,74.69,50358.3,1.0,1.0,0.003243,
2013-08-08,72.47,50358.3,1.0,1.0,-0.029721,
2013-08-09,74.24,50358.3,1.0,1.0,0.024528,
2013-08-12,76.57,50358.3,1.0,1.0,0.031333,
2013-08-13,77.86,50358.3,1.0,1.0,0.016813,
2013-08-14,76.02,50358.3,1.0,1.0,-0.02359,
2013-08-15,74.59,50358.3,1.0,1.0,-0.018813,
2013-08-16,72.52,50358.3,1.0,1.0,-0.027706,
2013-08-19,73.81,50358.3,1.0,1.0,0.01768,
2013-08-20,76.02,50358.3,1.0,1.0,0.029929,
2013-08-21,76.72,50358.3,1.0,1.0,0.009274,
2013-08-22,78.4,50358.3,1.0,1.0,0.021855,
2013-08-23,76.71,50358.3,1.0,1.0,-0.021552,
2013-08-26,76.9,50358.3,1.0,1.0,0.002546,
2013-08-27,74.34,50358.3,1.0,1.0,-0.033278,
2013-08-28,72.91,50358.3,1.0,1.0,-0.019298,
2013-08-29,74.39,50358.3,1.0,1.0,0.020339,
2013-08-30,73.89,50358.3,1.0,1.0,-0.006689,
2013-09-02,76.0,50358.3,1.0,1.0,0.028471,
2013-09-03,76.91,50358.3,1.0,1.0,0.012027,
2013-09-04,82.05,50358.3,1.0,1.0,0.066822,
2013-09-05,82.16,50358.3,1.0,1.0,0.001293,
2013-09-06,79.35,50358.3,1.0,1.0,-0.034126,
2013-09-09,79.21,50358.3,1.0,1.0,-0.001787,
2013-09-10,77.33,50358.3,1.0,1.0,-0.02379,
2013-09-11,79.09,50358.3,1.0,1.0,0.022754,
2013-09-12,79.09,50358.3,1.0,1.0,4.9e-05,
2013-09-13,78.76,50358.3,1.0,1.0,-0.004246,
2013-09-16,78.45,50358.3,1.0,1.0,-0.003931,
2013-09-17,79.78,50358.3,1.0,1.0,0.016956,
2013-09-18,78.84,50358.3,1.0,1.0,-0.011752,
2013-09-19,80.25,50358.3,1.0,1.0,0.017852,
2013-09-20,82.21,50358.3,1.0,1.0,0.024435,
2013-09-23,81.46,50358.3,1.0,1.0,-0.009131,
2013-09-24,79.59,50358.3,1.0,1.0,-0.022923,
2013-09-25,78.54,50358.3,1.0,1.0,-0.013186,
2013-09-26,79.81,50358.3,1.0,1.0,0.016218,
2013-09-27,79.91,50358.3,1.0,1.0,0.001262,
2013-09-30,81.05,50358.3,1.0,1.0,0.014267,
2013-10-01,84.48,50358.3,1.0,1.0,0.04223,
2013-10-02,84.87,50358.3,1.0,1.0,0.004596,
2013-10-03,83.15,50358.3,1.0,1.0,-0.020173,
2013-10-04,85.21,50358.3,1.0,1.0,0.024726,
2013-10-07,85.23,50358.3,1.0,1.0,0.000274,
2013-10-08,86.95,50358.3,1.0,1.0,0.020186,
2013-10-09,89.12,50358.3,1.0,1.0,0.024942,
2013-10-10,87.01,50358.3,1.0,1.0,-0.023696,
2013-10-11,89.86,50358.3,1.0,1.0,0.032742,
2013-10-14,91.74,50358.3,1.0,1.0,0.020987,
2013-10-15,90.34,50358.3,1.0,1.0,-0.015338,
2013-10-16,90.91,50358.3,1.0,1.0,0.00637,
2013-10-17,91.39,50358.3,1.0,1.0,0.005229,
2013-10-18,91.35,50358.3,1.0,1.0,-0.000385,
2013-10-21,93.2,50358.3,1.0,1.0,0.020173,
2013-10-22,96.38,50358.3,1.0,1.0,0.034116,
2013-10-23,96.3,50358.3,1.0,1.0,-0.000783,
2013-10-24,99.33,50358.3,1.0,1.0,0.031476,
2013-10-25,101.62,50358.3,1.0,1.0,0.023025,
2013-10-28,102.09,50358.3,1.0,1.0,0.004628,
2013-10-29,102.42,50358.3,1.0,1.0,0.003276,
2013-10-30,99.53,50358.3,1.0,1.0,-0.028222,
2013-10-31,95.92,50358.3,1.0,1.0,-0.036311,
2013-11-01,96.21,50358.3,1.0,1.0,0.003007,
2013-11-04,94.16,50358.3,1.0,1.0,-0.021277,
2013-11-05,93.98,50358.3,1.0,1.0,-0.001909,
2013-11-06,92.69,50358.3,1.0,1.0,-0.0137,
2013-11-07,88.71,50358.3,1.0,1.0,-0.042945,
2013-11-08,89.39,50358.3,1.0,1.0,0.007647,
2013-11-11,88.42,50358.3,1.0,1.0,-0.010851,
2013-11-12,88.51,50358.3,1.0,1.0,0.000967,
2013-11-13,86.55,50358.3,1.0,1.0,-0.022151,
2013-11-14,85.77,50358.3,1.0,1.0,-0.008957,
2013-11-15,88.96,50358.3,1.0,1.0,0.037174,
2013-11-18,89.15,50358.3,1.0,1.0,0.002129,
2013-11-19,90.25,50358.3,1.0,1.0,0.012309,
2013-11-20,87.45,50358.3,1.0,1.0,-0.030978,
2013-11-21,92.52,50358.3,1.0,1.0,0.058013,
2013-11-22,96.62,50358.3,1.0,1.0,0.044245,
2013-11-25,99.74,50358.3,1.0,1.0,0.032282,
2013-11-26,101.64,50358.3,1.0,1.0,0.019117,
2013-11-27,101.58,50358.3,1.0,1.0,-0.000595,
2013-11-28,102.57,50358.3,1.0,1.0,0.0097,
2013-11-29,105.08,50358.3,1.0,1.0,0.024495,
2013-12-02,103.41,50358.3,1.0,1.0,-0.015921,
2013-12-03,102.21,50358.3,1.0,1.0,-0.011563,
2013-12-04,98.1,50358.3,1.0,1.0,-0.040199,
2013-12-05,96.21,50358.3,1.0,1.0,-0.019299,
2013-12-06,100.03,50358.3,1.0,1.0,0.03969,
2013-12-09,99.13,50358.3,1.0,1.0,-0.008943,
2013-12-10,98.28,50358.3,1.0,1.0,-0.008553,
2013-12-11,98.94,50358.3,1.0,1.0,0.006692,
2013-12-12,95.1,50358.3,1.0,1.0,-0.038887,
2013-12-13,97.18,50358.3,1.0,1.0,0.021974,
2013-12-16,100.09,50358.3,1.0,1.0,0.02988,
2013-12-17,100.9,50358.3,1.0,1.0,0.008131,
2013-12-18,104.88,50358.3,1.0,1.0,0.039442,
2013-12-19,101.5,50358.3,1.0,1.0,-0.032279,
2013-12-20,105.99,50358.3,1.0,1.0,0.044253,
2013-12-23,104.05,50358.3,1.0,1.0,-0.018332,
2013-12-24,100.8,50358.3,1.0,1.0,-0.031189,
2013-12-25,100.13,50358.3,1.0,1.0,-0.006636,
2013-12-26,104.63,50358.3,1.0,1.0,0.044962,
2013-12-27,104.48,50358.3,1.0,1.0,-0.001425,
2013-12-30,102.07,50358.3,1.0,1.0,-0.023077,
2013-12-31,98.85,50358.3,1.0,1.0,-0.031538,
2014-01-01,98.51,50358.3,1.0,1.0,-0.003477,
2014-01-02,93.81,50358.3,1.0,1.0,-0.047677,
2014-01-03,90.84,50358.3,1.0,1.0,-0.03166,
2014-01-06,94.18,50358.3,1.0,1.0,0.036743,
2014-01-07,97.13,50358.3,1.0,1.0,0.031287,
2014-01-08,96.74,50358.3,1.0,1.0,-0.004034,
2014-01-09,95.57,50358.3,1.0,1.0,-0.012065,
2014-01-10,95.61,50358.3,1.0,1.0,0.000446,
2014-01-13,101.06,50358.3,1.0,1.0,0.056971,
2014-01-14,101.95,50358.3,1.0,1.0,0.008801,
2014-01-15,104.1,50358.3,1.0,1.0,0.0211,
2014-01-16,103.5,50358.3,1.0,1.0,-0.005803,
2014-01-17,103.55,50358.3,1.0,1.0,0.000503,
2014-01-20,105.07,50358.3,1.0,1.0,0.014684,
2014-01-21,105.29,50358.3,1.0,1.0,0.00207,
2014-01-22,100.5,50358.3,1.0,1.0,-0.045443,
2014-01-23,103.54,50358.3,1.0,1.0,0.03023,
2014-01-24,101.92,50358.3,1.0,1.0,-0.015603,
2014-01-27,107.12,50358.3,1.0,1.0,0.050983,
2014-01-28,108.8,50358.3,1.0,1.0,0.015651,
2014-01-29,108.88,50358.3,1.0,1.0,0.000745,
2014-01-30,109.93,50358.3,1.0,1.0,0.009634,
2014-01-31,109.54,50358.3,1.0,1.0,-0.003557,
2014-02-03,108.16,50358.3,1.0,1.0,-0.012557,
2014-02-04,108.6,50358.3,1.0,1.0,0.004033,
2014-02-05,110.82,50358.3,1.0,1.0,0.020493,
2014-02-06,109.49,50358.3,1.0,1.0,-0.012038,
2014-02-07,107.76,50358.3,1.0,1.0,-0.015771,
2014-02-10,106.74,50358.3,1.0,1.0,-0.009448,
2014-02-11,109.11,50358.3,1.0,1.0,0.022137,
2014-02-12,112.87,50358.3,1.0,1.0,0.034493,
2014-02-13,113.74,50358.3,1.0,1.0,0.007761,
2014-02-14,115.23,50358.3,1.0,1.0,0.013081,
2014-02-17,113.39,50358.3,1.0,1.0,-0.015947,
2014-02-18,115.7,50358.3,1.0,1.0,0.020292,
2014-02-19,117.13,50358.3,1.0,1.0,0.012362,
2014-02-20,115.04,50358.3,1.0,1.0,-0.017846,
2014-02-21,110.1,50358.3,1.0,1.0,-0.042926,
2014-02-24,106.82,50358.3,1.0,1.0,-0.029807,
2014-02-25,105.01,50358.3,1.0,1.0,-0.01688,
2014-02-26,107.88,50358.3,1.0,1.0,0.027301,
2014-02-27,111.87,50358.3,1.0,1.0,0.036987,
2014-02-28,110.59,50358.3,1.0,1.0,-0.011444,
2014-03-03,109.41,50358.3,1.0,1.0,-0.010694,
2014-03-04,109.99,50358.3,1.0,1.0,0.005336,
2014-03-05,109.92,50358.3,1.0,1.0,-0.000667,
2014-03-06,112.29,50358.3,1.0,1.0,0.02162,
2014-03-07,110.79,50358.3,1.0,1.0,-0.013428,
2014-03-10,113.23,50358.3,1.0,1.0,0.022066,
2014-03-11,112.47,50358.3,1.0,1.0,-0.00668,
2014-03-12,114.69,50358.3,1.0,1.0,0.019734,
2014-03-13,113.84,50358.3,1.0,1.0,-0.007438,
2014-03-14,112.07,50358.3,1.0,1.0,-0.015555,
2014-03-17,117.22,50358.3,1.0,1.0,0.045974,
2014-03-18,120.14,50358.3,1.0,1.0,0.024918,
2014-03-19,114.97,50358.3,1.0,1.0,-0.043027,
2014-03-20,113.64,50358.3,1.0,1.0,-0.011617,
2014-03-21,116.86,50358.3,1.0,1.0,0.028361,
2014-03-24,113.44,50358.3,1.0,1.0,-0.02925,
2014-03-25,115.45,50358.3,1.0,1.0,0.017697,
2014-03-26,117.2,50358.3,1.0,1.0,0.015168,
2014-03-27,115.14,50358.3,1.0,1.0,-0.017587,
2014-03-28,115.01,50358.3,1.0,1.0,-0.00117,
2014-03-31,109.27,50358.3,1.0,1.0,-0.049848,
2014-04-01,113.91,50358.3,1.0,1.0,0.042417,
2014-04-02,112.96,50358.3,1.0,1.0,-0.008344,
2014-04-03,115.05,50358.3,1.0,1.0,0.018507,
2014-04-04,116.64,50358.3,1.0,1.0,0.013872,
2014-04-07,120.39,50358.3,1.0,1.0,0.032144,
2014-04-08,119.03,50358.3,1.0,1.0,-0.011297,
2014-04-09,119.5,50358.3,1.0,1.0,0.003942,
2014-04-10,121.0,50358.3,1.0,1.0,0.012541,
2014-04-11,123.44,50358.3,1.0,1.0,0.020188,
2014-04-14,126.79,50358.3,1.0,1.0,0.027114,
2014-04-15,125.23,50358.3,1.0,1.0,-0.012343,
2014-04-16,123.13,50358.3,1.0,1.0,-0.016763,
2014-04-17,127.09,50358.3,1.0,1.0,0.0322,
2014-04-18,120.91,50358.3,1.0,1.0,-0.048639,
2014-04-21,125.43,50358.3,1.0,1.0,0.037415,
2014-04-22,124.41,50358.3,1.0,1.0,-0.008183,
2014-04-23,124.27,50358.3,1.0,1.0,-0.001068,
2014-04-24,122.14,50358.3,1.0,1.0,-0.01719,
2014-04-25,121.88,50358.3,1.0,1.0,-0.002114,
2014-04-28,125.54,50358.3,1.0,1.0,0.029997,
2014-04-29,127.76,50358.3,1.0,1.0,0.017701,
2014-04-30,129.15,50358.3,1.0,1.0,0.010928,
2014-05-01,129.31,50358.3,1.0,1.0,0.001175,
2014-05-02,124.78,50358.3,1.0,1.0,-0.035035,
2014-05-05,122.16,50358.3,1.0,1.0,-0.021,
2014-05-06,121.04,50358.3,1.0,1.0,-0.009156,
2014-05-07,122.26,50358.3,1.0,1.0,0.010078,
2014-05-08,122.34,50358.3,1.0,1.0,0.000713,
2014-05-09,125.15,50358.3,1.0,1.0,0.02291,
2014-05-12,126.46,50358.3,1.0,1.0,0.010465,
2014-05-13,126.5,50358.3,1.0,1.0,0.000346,
2014-05-14,133.48,50358.3,1.0,1.0,0.05514,
2014-05-15,134.65,50358.3,1.0,1.0,0.008832,
2014-05-16,133.14,50358.3,1.0,1.0,-0.011265,
2014-05-19,139.08,50358.3,1.0,1.0,0.04466,
2014-05-20,143.01,50358.3,1.0,1.0,0.02825,
2014-05-21,149.24,50358.3,1.0,1.0,0.043561,
2014-05-22,148.7,50358.3,1.0,1.0,-0.003616,
2014-05-23,152.08,50358.3,1.0,1.0,0.022733,
2014-05-26,146.73,50358.3,1.0,1.0,-0.035202,
2014-05-27,149.37,50358.3,1.0,1.0,0.018022,
2014-05-28,148.67,50358.3,1.0,1.0,-0.004734,
2014-05-29,143.77,50358.3,1.0,1.0,-0.032935,
2014-05-30,147.24,50358.3,1.0,1.0,0.024116,
2014-06-02,140.84,50358.3,1.0,1.0,-0.043442,
2014-06-03,134.39,50358.3,1.0,1.0,-0.045795,
2014-06-04,135.44,50358.3,1.0,1.0,0.007773,
2014-06-05,137.18,50358.3,1.0,1.0,0.012839,
2014-06-06,140.27,50358.3,1.0,1.0,0.022591,
2014-06-09,142.66,50358.3,1.0,1.0,0.016995,
2014-06-10,147.66,50358.3,1.0,1.0,0.035092,
2014-06-11,150.02,50358.3,1.0,1.0,0.015977,
2014-06-12,149.4,50358.3,1.0,1.0,-0.004127,
2014-06-13,149.0,50358.3,1.0,1.0,-0.002723,
2014-06-16,147.85,50358.3,1.0,1.0,-0.007704,
2014-06-17,148.76,50358.3,1.0,1.0,0.006153,
2014-06-18,144.75,50358.3,1.0,1.0,-0.026933,
2014-06-19,145.8,50358.3,1.0,1.0,0.007251,
2014-06-20,145.36,50358.3,1.0,1.0,-0.003029,
2014-06-23,146.19,50358.3,1.0,1.0,0.005674,
2014-06-24,147.03,50358.3,1.0,1.0,0.005748,
2014-06-25,138.49,50358.3,1.0,1.0,-0.058075,
2014-06-26,135.39,50358.3,1.0,1.0,-0.022343,
2014-06-27,134.91,50358.3,1.0,1.0,-0.003561,
2014-06-30,134.6,50358.3,1.0,1.0,-0.002289,
2014-07-01,135.31,50358.3,1.0,1.0,0.005282,
2014-07-02,136.17,50358.3,1.0,1.0,0.006319,
2014-07-03,141.08,50358.3,1.0,1.0,0.036076,
2014-07-04,142.01,50358.3,1.0,1.0,0.006563,
2014-07-07,140.81,50358.3,1.0,1.0,-0.008438,
2014-07-08,135.38,50358.3,1.0,1.0,-0.038584,
2014-07-09,130.87,50358.3,1.0,1.0,-0.033249,
2014-07-10,132.44,50358.3,1.0,1.0,0.011967,
2014-07-11,135.73,50358.3,1.0,1.0,0.024801,
2014-07-14,140.71,50358.3,1.0,1.0,0.036701,
2014-07-15,137.81,50358.3,1.0,1.0,-0.020618,
2014-07-16,136.67,50358.3,1.0,1.0,-0.00822,
2014-07-17,137.34,50358.3,1.0,1.0,0.00487,
2014-07-18,144.12,50358.3,1.0,1.0,0.049371,
2014-07-21,144.38,50358.3,1.0,1.0,0.0018,
2014-07-22,149.71,50358.3,1.0,1.0,0.036947,
2014-07-23,150.18,50358.3,1.0,1.0,0.003126,
2014-07-24,154.25,50358.3,1.0,1.0,0.027086,
2014-07-25,157.95,50358.3,1.0,1.0,0.023968,
2014-07-28,158.42,50358.3,1.0,1.0,0.003033,
2014-07-29,154.44,50358.3,1.0,1.0,-0.025134,
2014-07-30,153.3,50358.3,1.0,1.0,-0.007392,
2014-07-31,158.73,50358.3,1.0,1.0,0.0354,
2014-08-01,161.95,50358.3,1.0,1.0,0.020318,
2014-08-04,160.12,50358.3,1.0,1.0,-0.011305,
2014-08-05,158.66,50358.3,1.0,1.0,-0.009135,
2014-08-06,152.06,50358.3,1.0,1.0,-0.04162,
2014-08-07,157.27,50358.3,1.0,1.0,0.034289,
2014-08-08,160.5,50358.3,1.0,1.0,0.02052,
2014-08-11,159.82,50358.3,1.0,1.0,-0.004241,
2014-08-12,160.43,50358.3,1.0,1.0,0.003853,
2014-08-13,152.14,50358.3,1.0,1.0,-0.05169,
2014-08-14,150.23,50358.3,1.0,1.0,-0.012564,
2014-08-15,154.97,50358.3,1.0,1.0,0.031564,
2014-08-18,158.51,50358.3,1.0,1.0,0.022862,
2014-08-19,159.62,50358.3,1.0,1.0,0.007004,
2014-08-20,159.41,50358.3,1.0,1.0,-0.001312,
2014-08-21,162.33,50358.3,1.0,1.0,0.018325,
2014-08-22,161.09,50358.3,1.0,1.0,-0.007685,
2014-08-25,154.63,50358.3,1.0,1.0,-0.040096,
2014-08-26,154.46,50358.3,1.0,1.0,-0.001107,
2014-08-27,155.81,50358.3,1.0,1.0,0.008756,
2014-08-28,159.91,50358.3,1.0,1.0,0.026333,
2014-08-29,154.33,50358.3,1.0,1.0,-0.034932,
2014-09-01,153.72,50358.3,1.0,1.0,-0.003902,
2014-09-02,153.3,50358.3,1.0,1.0,-0.002763,
2014-09-03,149.16,50358.3,1.0,1.0,-0.027024,
2014-09-04,150.77,50358.3,1.0,1.0,0.010806,
2014-09-05,153.35,50358.3,1.0,1.0,0.017127,
2014-09-08,152.14,50358.3,1.0,1.0,-0.007906,
2014-09-09,159.68,50358.3,1.0,1.0,0.049565,
2014-09-10,158.31,50358.3,1.0,1.0,-0.008589,
2014-09-11,156.47,50358.3,1.0,1.0,-0.011614,
2014-09-12,154.54,50358.3,1.0,1.0,-0.012302,
2014-09-15,151.4,50358.3,1.0,1.0,-0.020327,
2014-09-16,149.24,50358.3,1.0,1.0,-0.014276,
2014-09-17,144.05,50358.3,1.0,1.0,-0.034768,
2014-09-18,143.25,50358.3,1.0,1.0,-0.005542,
2014-09-19,143.31,50358.3,1.0,1.0,0.000421,
2014-09-22,135.54,50358.3,1.0,1.0,-0.054235,
2014-09-23,135.08,50358.3,1.0,1.0,-0.003401,
2014-09-24,135.09,50358.3,1.0,1.0,5.2e-05,
2014-09-25,136.64,50358.3,1.0,1.0,0.011459,
2014-09-26,140.51,50358.3,1.0,1.0,0.028354,
2014-09-29,143.27,50358.3,1.0,1.0,0.01967,
2014-09-30,141.02,50358.3,1.0,1.0,-0.015727,
